Protein.IDs	Gene	meanCN4abs	meanCN22abs	meanCN38abs	meanCN75abs	mean_hGRabs	sdCN4abs	sdCN22abs	sdCN38abs	sdCN75abs	sd_hGRabs
P41895	YGR186W	2.34E-07	2.53E-07	1.92E-07	1.55E-07	1.54E-07	1.71E-08	2.09E-08	1.00E-08	2.80E-09	1.09E-08
P41896	YGR005C	3.26E-07	3.45E-07	1.96E-07	1.76E-07	2.05E-07	1.60E-08	2.29E-08	2.34E-08	2.37E-08	7.53E-09
P41903	YJR019C	2.48E-06	2.75E-06	1.01E-06	7.25E-07	8.69E-07	2.25E-07	1.64E-07	7.38E-08	6.02E-08	1.80E-07
P41909	YPL147W	NA	6.24E-09	NA	NA	4.70E-09	NA	1.54E-10	NA	NA	NA
P41910	YDR005C	4.44E-08	6.40E-08	5.02E-08	3.11E-08	NA	7.62E-09	1.97E-08	2.39E-10	NA	NA
P41911	YOL059W	2.77E-06	3.62E-06	1.36E-06	1.13E-06	9.11E-07	1.35E-07	7.00E-08	2.55E-08	7.24E-08	5.11E-08
P41920	YDR002W	6.64E-06	6.57E-06	4.11E-06	3.73E-06	3.58E-06	7.22E-07	4.12E-07	1.44E-07	2.14E-07	1.85E-07
P41939	YLR174W	1.33E-05	7.16E-06	1.49E-06	4.53E-07	2.19E-06	1.70E-06	2.58E-07	6.92E-08	4.42E-08	8.33E-07
P41940	YDL055C	1.30E-05	1.02E-05	8.83E-06	7.62E-06	1.08E-05	3.22E-07	3.57E-07	3.64E-07	9.55E-07	2.92E-07
P41948	YNL142W	1.15E-07	3.02E-07	1.67E-06	1.25E-06	4.38E-08	6.00E-08	NA	1.26E-07	NA	1.00E-08
P42073	YDR195W	1.89E-07	2.57E-07	1.29E-07	1.23E-07	1.15E-07	2.26E-09	3.41E-08	1.93E-08	6.70E-09	1.26E-08
P42826	YGR194C	1.82E-07	1.76E-07	1.33E-07	1.06E-07	1.42E-07	NA	2.11E-08	1.44E-08	5.89E-09	2.06E-08
P42835	YNL327W	5.50E-09	8.02E-09	4.99E-09	NA	5.70E-09	NA	NA	NA	NA	NA
P42838	YNL323W	1.97E-07	3.99E-07	2.43E-07	1.55E-07	1.53E-07	4.03E-08	4.77E-08	1.14E-08	1.05E-08	1.93E-08
P42839	YNL321W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P42840	YNL320W	1.50E-07	1.77E-07	1.15E-07	9.81E-08	NA	2.84E-08	NA	5.50E-09	1.48E-08	NA
P42842	YNL313C	2.09E-07	2.20E-07	1.27E-07	9.84E-08	1.55E-07	3.00E-08	4.48E-09	4.48E-09	1.07E-08	1.72E-08
P42844	YNL310C	1.94E-07	1.66E-07	1.01E-07	9.55E-08	1.23E-07	7.96E-09	2.77E-08	1.70E-08	2.02E-08	1.02E-08
P42846	YNL308C	1.21E-07	1.04E-07	6.14E-08	5.55E-08	9.27E-08	4.60E-09	6.35E-09	1.53E-09	6.77E-09	3.87E-09
P42847	YNL306W	4.10E-07	3.36E-07	1.88E-07	1.60E-07	6.76E-07	5.39E-08	2.83E-08	2.11E-08	1.54E-08	3.69E-08
P42900	YLR139C	2.84E-08	2.06E-08	NA	9.68E-09	7.21E-08	2.96E-09	6.51E-09	NA	NA	1.60E-08
P42934	YGR199W	NA	NA	2.78E-08	1.42E-08	NA	NA	NA	2.90E-08	1.01E-08	NA
P42935	YGR200C	2.61E-07	1.89E-07	1.36E-07	1.24E-07	2.76E-07	8.19E-09	5.51E-08	2.24E-08	1.21E-08	2.82E-08
P42936	YGR201C	1.70E-07	1.28E-07	4.35E-08	3.42E-08	8.96E-08	7.53E-08	1.90E-08	3.04E-09	NA	NA
P42937	YGR203W	NA	5.20E-07	NA	1.92E-07	1.14E-07	NA	NA	NA	NA	7.21E-09
P42938	YGR205W	3.96E-06	3.45E-06	1.39E-06	9.97E-07	1.15E-06	1.20E-07	7.43E-08	5.38E-08	3.88E-08	5.06E-08
P42940	YGR207C	2.71E-06	2.58E-06	1.50E-06	1.29E-06	2.06E-06	2.14E-07	9.92E-08	2.69E-08	1.41E-07	6.82E-08
P42941	YGR208W	8.08E-07	8.49E-07	4.88E-07	4.52E-07	5.28E-07	1.45E-08	2.63E-08	4.37E-08	4.06E-08	2.16E-08
P42942	YGR210C	5.47E-07	7.00E-07	4.89E-07	4.03E-07	4.49E-07	2.73E-08	1.75E-08	1.61E-08	3.83E-08	6.07E-09
P42943	YJL111W	2.44E-06	2.27E-06	1.36E-06	1.20E-06	1.69E-06	4.60E-09	1.59E-07	5.36E-08	5.40E-08	8.97E-08
P42945	YJL109C	8.22E-08	7.17E-08	4.43E-08	3.17E-08	6.82E-08	1.57E-08	1.12E-08	1.03E-09	9.12E-09	5.04E-09
P42949	YJL104W	5.90E-07	4.40E-07	2.69E-07	2.38E-07	7.82E-07	6.77E-08	2.37E-08	2.36E-08	1.13E-08	1.60E-08
P43123	YDL103C	1.38E-06	1.13E-06	7.12E-07	6.19E-07	6.12E-07	1.49E-07	6.62E-09	1.16E-08	3.36E-08	3.77E-08
P43132	YLR015W	1.78E-08	NA	1.22E-08	9.34E-09	9.89E-09	NA	NA	3.35E-09	NA	2.00E-09
P43321	YLR147C	1.09E-06	1.27E-06	7.63E-07	6.96E-07	5.75E-07	9.09E-08	2.47E-08	1.02E-08	5.57E-08	2.75E-08
P43535	YFR009W	6.66E-07	6.21E-07	4.72E-07	3.75E-07	7.69E-07	2.34E-08	3.16E-08	3.34E-08	3.92E-08	1.79E-08
P43554	YFL049W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P43555	YFL048C	5.16E-07	8.05E-07	5.06E-07	4.10E-07	2.79E-07	7.82E-08	2.05E-08	1.46E-08	1.15E-08	4.32E-08
P43556	YFL047W	1.21E-07	1.32E-07	5.43E-08	5.01E-08	9.02E-08	1.52E-08	1.69E-08	6.25E-09	8.79E-10	2.59E-08
P43557	YFL046W	2.51E-07	5.05E-07	NA	NA	1.18E-07	NA	NA	NA	NA	2.48E-08
P43558	YFL044C	5.74E-07	7.06E-07	4.88E-07	3.57E-07	2.79E-07	1.81E-08	5.89E-08	9.29E-09	1.92E-08	2.94E-08
P43561	YFL041W	2.87E-07	NA	2.59E-07	NA	2.34E-07	3.07E-08	NA	NA	NA	NA
P43565	YFL033C	1.28E-08	1.16E-08	8.57E-09	5.62E-09	NA	NA	1.59E-09	4.87E-10	5.08E-10	NA
P43567	YFL030W	4.90E-06	3.97E-06	2.73E-06	1.65E-06	3.89E-06	8.19E-07	1.34E-07	1.13E-08	6.69E-08	8.09E-07
P43569	YFL028C	5.09E-07	5.87E-07	3.64E-07	3.16E-07	3.05E-07	2.00E-08	1.67E-08	2.28E-08	2.42E-08	5.64E-09
P43573	YFL023W	1.42E-08	1.39E-08	7.96E-09	6.07E-09	9.43E-09	3.39E-09	1.41E-09	2.07E-10	8.20E-10	1.81E-09
P43577	YFL017C	3.99E-07	5.74E-07	4.09E-07	3.52E-07	2.27E-07	8.01E-08	6.01E-08	3.13E-08	6.52E-08	4.86E-08
P43579	YFL013C	NA	1.39E-08	NA	1.26E-08	NA	NA	1.42E-09	NA	3.70E-09	NA
P43582	YFL010C	1.56E-07	2.51E-07	1.29E-07	1.37E-07	NA	2.23E-08	3.86E-08	2.16E-08	NA	NA
P43583	YFL007W	NA	4.15E-08	2.06E-08	1.81E-08	NA	NA	5.14E-09	2.00E-09	4.27E-10	NA
P43585	YFL004W	2.19E-07	5.03E-07	4.95E-07	3.71E-07	1.90E-07	5.35E-08	4.92E-08	5.98E-08	2.55E-08	2.52E-08
P43586	YFR001W	1.25E-06	1.22E-06	6.57E-07	5.34E-07	8.12E-07	1.65E-07	8.08E-08	7.36E-08	8.44E-08	4.45E-08
P43588	YFR004W	2.71E-06	2.83E-06	1.81E-06	1.65E-06	1.27E-06	5.99E-08	9.36E-08	4.07E-08	1.08E-07	9.10E-09
P43590	YFR006W	8.23E-07	9.24E-07	6.70E-07	5.59E-07	4.71E-07	1.05E-07	9.83E-09	3.82E-08	1.92E-08	9.58E-08
P43593	YFR010W	1.52E-06	1.69E-06	1.06E-06	9.16E-07	7.33E-07	1.07E-07	4.53E-08	4.22E-08	1.92E-08	6.39E-08
P43594	YFR011C	1.21E-06	8.69E-07	5.50E-07	4.42E-07	1.19E-06	6.55E-08	5.84E-08	1.79E-08	3.11E-08	1.05E-07
P43596	YFR013W	9.24E-09	NA	1.09E-08	8.14E-09	NA	NA	NA	NA	NA	NA
P43597	YFR016C	3.09E-09	2.73E-09	1.97E-09	1.57E-09	2.05E-09	3.60E-11	2.30E-10	8.74E-11	2.07E-10	1.22E-10
P43598	YFR017C	1.88E-06	1.60E-06	7.30E-07	5.41E-07	5.52E-07	3.48E-07	2.51E-08	7.88E-08	6.27E-08	9.59E-08
P43603	YFR024C-A	2.53E-06	3.02E-06	1.80E-06	1.56E-06	1.69E-06	9.27E-08	1.84E-07	4.83E-08	2.18E-08	6.04E-08
P43606	YFR029W	4.73E-09	9.16E-09	6.44E-09	4.84E-09	3.78E-09	NA	NA	NA	NA	NA
P43609	YFR037C	6.35E-07	7.12E-07	5.06E-07	4.40E-07	4.71E-07	4.37E-08	6.66E-08	1.97E-08	1.62E-08	2.71E-08
P43611	YFR039C	2.61E-08	3.49E-08	2.48E-08	1.76E-08	1.35E-08	9.12E-10	3.02E-09	5.40E-09	NA	3.99E-09
P43612	YFR040W	1.29E-07	9.23E-08	4.70E-08	4.53E-08	7.24E-08	2.00E-08	9.36E-09	5.35E-09	1.00E-08	1.10E-08
P43613	YFR041C	8.77E-08	8.50E-08	8.71E-08	6.24E-08	NA	3.23E-08	3.49E-08	5.41E-08	2.18E-08	NA
P43615	YFR043C	4.48E-08	4.54E-08	2.37E-08	1.61E-08	2.75E-08	9.99E-09	5.89E-09	3.93E-10	8.52E-10	2.08E-09
P43616	YFR044C	7.72E-06	9.20E-06	7.35E-06	6.62E-06	5.74E-06	7.68E-07	6.34E-07	6.00E-08	2.48E-07	4.07E-07
P43619	YFR047C	2.68E-06	2.56E-06	1.65E-06	1.40E-06	1.50E-06	1.05E-07	5.92E-08	4.75E-08	6.09E-08	1.07E-07
P43621	YFR051C	2.06E-06	2.47E-06	1.46E-06	1.26E-06	1.60E-06	1.27E-07	5.10E-08	5.28E-08	8.28E-08	3.12E-09
P43635	YPR001W	1.02E-06	6.94E-07	NA	7.20E-08	5.00E-08	7.29E-08	5.14E-08	NA	NA	8.18E-09
P43636	YGL065C	2.28E-07	2.86E-07	2.13E-07	NA	NA	5.75E-08	6.19E-10	NA	NA	NA
P43638	YJL042W	9.51E-08	1.07E-07	8.05E-08	5.65E-08	5.94E-08	1.20E-08	1.09E-08	7.89E-09	8.12E-09	1.54E-08
P43639	YGL019W	3.07E-07	3.41E-07	2.05E-07	1.70E-07	1.76E-07	1.89E-08	2.08E-08	3.33E-09	2.63E-09	1.41E-08
P43682	YKL006C-A	3.10E-07	NA	NA	NA	5.38E-07	NA	NA	NA	NA	NA
P45818	YGL171W	1.34E-07	8.84E-08	4.54E-08	4.42E-08	1.79E-07	8.15E-09	7.08E-09	6.36E-09	7.37E-09	8.52E-09
P45976	YJR093C	2.38E-08	2.42E-08	1.55E-08	1.27E-08	1.41E-08	1.05E-09	2.81E-09	1.27E-09	1.20E-09	1.55E-09
P45978	YPR129W	5.35E-07	5.41E-07	2.88E-07	2.53E-07	3.47E-07	4.44E-08	8.37E-09	4.90E-09	1.83E-08	2.24E-08
P46151	YPL023C	3.11E-07	3.51E-07	2.65E-07	2.20E-07	2.69E-07	1.21E-08	2.39E-08	1.80E-08	4.45E-09	1.94E-08
P46367	YOR374W	0.000325244	0.000277623	2.45E-05	1.90E-05	2.39E-05	1.46E-05	1.58E-05	5.85E-07	8.83E-07	6.48E-06
P46654	YLR048W	1.44E-05	1.32E-05	8.90E-06	7.29E-06	1.81E-05	1.26E-06	3.11E-06	4.89E-07	1.35E-06	6.24E-07
P46655	YGL245W	7.66E-06	9.75E-06	6.98E-06	6.00E-06	8.49E-06	1.49E-07	3.93E-07	6.65E-08	2.63E-07	1.65E-07
P46669	YOR340C	9.48E-07	8.63E-07	5.15E-07	4.03E-07	7.12E-07	1.11E-07	4.13E-08	9.62E-08	3.97E-08	6.36E-08
P46670	YPL241C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46672	YGL105W	2.89E-06	3.43E-06	2.33E-06	2.01E-06	2.26E-06	9.71E-08	1.62E-07	2.70E-08	1.99E-07	2.25E-08
P46673	YJR042W	7.06E-08	7.08E-08	4.36E-08	3.17E-08	2.93E-08	NA	1.24E-09	1.48E-09	3.62E-09	4.30E-09
P46675	YLR045C	3.75E-08	5.13E-08	3.60E-08	3.07E-08	3.48E-08	2.11E-09	3.00E-09	2.28E-09	6.01E-10	1.11E-09
P46676	YDR310C	NA	2.67E-08	NA	1.27E-08	NA	NA	1.37E-08	NA	3.57E-10	NA
P46677	YGR274C	3.92E-09	5.40E-09	2.88E-09	NA	2.81E-09	9.92E-10	4.61E-10	NA	NA	3.04E-10
P46680	YMR092C	2.41E-06	2.22E-06	1.46E-06	1.28E-06	1.72E-06	4.35E-08	8.37E-08	5.42E-08	7.92E-09	1.02E-07
P46681	YDL178W	7.56E-07	5.95E-07	3.96E-07	3.13E-07	5.10E-07	8.99E-08	3.94E-08	3.12E-09	1.47E-08	4.49E-08
P46682	YGR261C	1.16E-07	1.51E-07	1.04E-07	7.74E-08	NA	1.53E-08	2.62E-08	1.56E-08	1.00E-08	NA
P46683	YPL239W	3.60E-08	3.49E-08	2.07E-08	1.87E-08	2.21E-08	3.72E-09	1.67E-09	1.82E-10	1.06E-09	1.14E-09
P46784	YMR230W	7.48E-05	7.06E-05	4.39E-05	3.63E-05	8.33E-05	1.12E-06	6.12E-07	3.63E-06	1.11E-06	1.54E-06
P46944	YDR108W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46949	YGR196C	3.55E-08	5.38E-08	2.40E-08	2.32E-08	1.92E-08	NA	3.60E-08	9.25E-09	6.54E-09	5.85E-09
P46951	YGR198W	1.58E-08	2.89E-08	NA	8.36E-09	NA	NA	NA	NA	NA	NA
P46956	YJL117W	4.64E-07	6.18E-07	4.39E-07	3.41E-07	2.61E-07	4.28E-08	5.61E-09	4.33E-08	1.63E-08	5.60E-08
P46959	YJL125C	3.97E-07	3.94E-07	2.24E-07	1.72E-07	2.89E-07	3.07E-08	2.91E-08	3.21E-08	2.20E-08	1.41E-08
P46964	YOR103C	NA	NA	5.89E-07	4.30E-07	NA	NA	NA	NA	6.97E-08	NA
P46965	YJR010C-A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P46969	YJL121C	2.57E-06	2.55E-06	1.60E-06	1.42E-06	1.80E-06	2.66E-07	7.84E-08	2.71E-08	1.43E-07	9.60E-08
P46970	YJR132W	5.53E-08	4.57E-08	4.53E-08	3.23E-08	NA	1.54E-08	NA	1.07E-09	3.77E-09	NA
P46971	YJR143C	2.62E-07	4.24E-07	3.55E-07	2.92E-07	2.76E-07	6.70E-08	4.75E-08	2.03E-08	3.64E-08	8.48E-08
P46982	YJL186W	1.41E-07	2.40E-07	1.49E-07	1.13E-07	1.08E-07	6.44E-09	5.02E-08	1.58E-08	7.57E-09	2.64E-08
P46985	YJL183W	6.61E-07	9.06E-07	6.00E-07	4.72E-07	4.80E-07	8.73E-08	2.57E-08	3.93E-08	4.00E-08	9.94E-08
P46988	YJL179W	2.53E-07	2.94E-07	1.95E-07	1.62E-07	1.86E-07	6.30E-09	3.15E-08	1.23E-08	4.42E-09	3.26E-09
P46989	YJL178C	4.25E-07	4.41E-07	4.54E-07	2.27E-07	1.84E-07	8.36E-08	1.77E-08	8.27E-09	1.17E-07	2.35E-08
P46990	YJL177W	6.95E-06	6.70E-06	3.83E-06	3.28E-06	7.04E-06	1.67E-07	2.64E-07	1.49E-07	3.22E-07	9.31E-08
P46992	YJL171C	2.20E-07	6.42E-07	5.70E-07	4.86E-07	2.30E-07	2.83E-08	1.51E-08	1.81E-08	7.95E-08	2.19E-08
P46995	YJL168C	1.57E-08	1.43E-08	6.93E-09	7.09E-09	1.65E-08	2.69E-09	1.24E-09	NA	8.45E-10	2.01E-09
P47001	YJL158C	4.00E-07	5.98E-07	3.86E-07	2.96E-07	3.77E-07	1.79E-07	1.98E-08	3.97E-08	4.14E-08	2.00E-08
P47006	YJL148W	2.29E-07	2.07E-07	1.16E-07	1.03E-07	2.08E-07	1.45E-08	1.02E-08	6.88E-09	8.35E-09	4.42E-09
P47008	YJL145W	1.07E-06	1.68E-06	8.72E-07	7.94E-07	5.65E-07	1.49E-07	7.01E-09	3.42E-08	3.81E-08	2.21E-08
P47015	YJL131C	1.02E-07	8.45E-08	5.25E-08	3.65E-08	6.96E-08	1.15E-08	2.66E-09	7.10E-09	2.73E-09	1.06E-08
P47016	YJL126W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47017	YJL124C	8.88E-07	9.05E-07	5.36E-07	4.55E-07	6.18E-07	8.42E-08	4.78E-08	6.84E-08	8.49E-08	4.26E-08
P47018	YJL123C	4.70E-07	5.29E-07	2.75E-07	2.57E-07	2.66E-07	2.69E-08	2.99E-08	4.03E-09	3.33E-08	1.32E-08
P47019	YJL122W	2.24E-07	1.67E-07	9.51E-08	9.27E-08	2.94E-07	1.07E-08	1.91E-08	5.43E-09	NA	1.28E-08
P47025	YJL112W	1.68E-07	1.47E-07	1.18E-07	9.21E-08	2.23E-07	7.56E-09	1.30E-08	7.17E-09	8.50E-09	3.68E-08
P47029	YJL084C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47031	YJL082W	3.72E-07	4.98E-07	3.21E-07	2.16E-07	1.84E-07	1.93E-07	2.72E-08	1.23E-08	4.58E-08	2.21E-08
P47035	YJL076W	7.17E-08	7.30E-08	5.69E-08	4.68E-08	6.00E-08	6.35E-09	1.41E-08	4.85E-09	3.06E-09	2.82E-09
P47037	YJL074C	7.81E-08	1.28E-07	8.84E-08	7.02E-08	6.89E-08	9.61E-09	2.41E-08	5.35E-09	2.77E-09	2.29E-09
P47039	YJL060W	3.77E-06	6.70E-06	5.60E-06	4.94E-06	2.70E-06	9.60E-08	1.61E-07	1.55E-07	3.96E-07	5.11E-08
P47044	YJL055W	2.85E-06	2.83E-06	1.89E-06	1.74E-06	2.28E-06	5.79E-08	9.44E-08	1.11E-07	1.53E-07	1.33E-07
P47045	YJL054W	7.69E-08	4.69E-08	3.56E-08	2.73E-08	7.79E-08	6.84E-09	1.52E-08	1.88E-09	5.21E-09	4.16E-09
P47047	YJL050W	2.57E-07	3.29E-07	1.90E-07	1.59E-07	3.12E-07	2.13E-08	1.58E-08	9.69E-09	1.40E-08	3.87E-08
P47048	YJL049W	2.82E-08	NA	2.24E-08	2.03E-08	NA	1.43E-09	NA	7.09E-09	3.46E-09	NA
P47050	YJL047C	5.77E-09	7.95E-09	3.78E-09	2.89E-09	3.14E-09	9.01E-10	NA	7.23E-10	5.05E-10	4.13E-11
P47051	YJL046W	NA	2.94E-08	2.03E-08	NA	5.00E-08	NA	NA	NA	NA	NA
P47052	YJL045W	5.36E-08	3.31E-08	8.28E-09	4.58E-09	1.19E-09	1.67E-08	2.11E-09	5.31E-10	1.29E-09	NA
P47054	YJL039C	3.39E-08	4.73E-08	3.56E-08	2.42E-08	1.98E-08	6.50E-09	3.56E-09	9.27E-10	1.83E-09	2.41E-09
P47057	YJL036W	2.99E-07	2.85E-07	2.02E-07	1.73E-07	1.03E-07	2.74E-08	1.49E-08	1.28E-08	1.10E-08	7.39E-09
P47061	YJL029C	NA	1.72E-08	1.13E-08	9.95E-09	3.24E-08	NA	NA	7.11E-11	3.52E-09	NA
P47064	YJL024C	NA	NA	1.89E-07	1.66E-07	NA	NA	NA	NA	NA	NA
P47068	YJL020C	6.47E-07	7.24E-07	5.11E-07	4.36E-07	3.82E-07	6.46E-08	9.19E-08	1.86E-08	2.07E-08	2.12E-08
P47075	YJL012C	3.73E-07	7.91E-07	7.67E-07	6.65E-07	3.73E-07	6.50E-08	9.48E-08	2.49E-08	4.72E-08	4.49E-08
P47076	YJL011C	2.99E-07	2.71E-07	1.47E-07	1.47E-07	2.21E-07	2.73E-08	4.42E-08	1.33E-08	1.29E-08	3.01E-08
P47077	YJL010C	7.23E-08	8.12E-08	4.88E-08	3.71E-08	5.67E-08	5.11E-09	5.00E-09	5.14E-09	4.16E-09	1.45E-09
P47079	YJL008C	5.37E-06	4.95E-06	3.00E-06	2.53E-06	4.07E-06	2.25E-07	6.08E-08	5.74E-08	1.17E-07	1.90E-08
P47083	YJR002W	5.85E-08	4.20E-08	2.59E-08	2.11E-08	5.59E-08	8.51E-09	8.52E-10	9.78E-11	3.83E-09	2.46E-09
P47084	YJR003C	3.36E-08	3.23E-08	2.00E-08	1.77E-08	3.40E-08	2.66E-09	2.06E-09	1.79E-09	3.39E-09	1.05E-09
P47085	YJR008W	7.40E-07	4.42E-07	2.26E-07	1.79E-07	9.49E-08	5.36E-08	2.03E-08	5.42E-09	1.59E-08	2.33E-08
P47089	YJR014W	1.46E-06	1.71E-06	9.52E-07	8.67E-07	9.95E-07	9.34E-08	5.01E-08	5.45E-08	7.87E-08	4.22E-08
P47093	YJR022W	NA	1.82E-06	8.66E-07	7.73E-07	NA	NA	NA	3.97E-07	NA	NA
P47095	YJR024C	7.80E-08	1.15E-07	6.15E-08	5.41E-08	3.92E-08	1.26E-08	9.34E-09	2.11E-09	2.91E-09	2.96E-09
P47096	YJR025C	1.92E-06	2.15E-06	1.12E-06	1.03E-06	1.02E-06	1.21E-07	4.74E-08	6.67E-08	3.44E-08	5.26E-08
P47102	YJR031C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47103	YJR032W	2.48E-07	3.32E-07	2.15E-07	1.61E-07	1.70E-07	2.57E-08	1.13E-08	1.66E-08	1.32E-08	2.92E-08
P47104	YJR033C	8.59E-09	1.12E-08	8.80E-09	8.92E-09	2.80E-09	NA	NA	2.81E-09	3.58E-10	NA
P47108	YJR041C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47110	YJR043C	5.63E-08	7.54E-08	4.23E-08	3.98E-08	3.60E-08	5.07E-09	1.38E-08	2.36E-09	4.00E-09	3.92E-09
P47112	YJR046W	7.63E-09	NA	3.85E-09	NA	8.80E-09	1.97E-09	NA	NA	NA	9.41E-10
P47116	YJR059W	1.18E-07	1.29E-07	1.19E-07	9.01E-08	8.92E-08	9.03E-09	1.32E-08	1.69E-09	2.33E-09	2.00E-09
P47117	YJR065C	3.77E-06	3.97E-06	2.80E-06	2.26E-06	2.89E-06	4.93E-07	5.08E-08	1.57E-07	1.26E-07	3.60E-08
P47119	YJR069C	1.69E-06	2.30E-06	1.37E-06	1.20E-06	1.24E-06	1.96E-07	1.10E-07	3.74E-08	9.13E-08	3.75E-08
P47120	YJR070C	4.90E-07	3.73E-07	2.16E-07	1.87E-07	4.98E-07	8.12E-08	4.46E-09	5.11E-09	1.56E-08	9.06E-09
P47122	YJR072C	8.73E-07	8.16E-07	4.56E-07	3.50E-07	5.79E-07	2.46E-08	4.44E-08	6.50E-08	1.64E-08	2.21E-08
P47123	YJR074W	3.87E-07	4.50E-07	2.36E-07	1.87E-07	1.92E-07	1.80E-08	7.82E-08	3.92E-08	2.30E-08	4.83E-09
P47124	YJR075W	1.45E-07	2.15E-07	1.35E-07	1.06E-07	9.75E-08	1.36E-08	1.21E-08	2.32E-08	1.72E-08	6.17E-09
P47125	YJR078W	2.54E-07	2.59E-07	1.37E-07	1.00E-07	1.65E-07	6.95E-08	1.26E-08	2.79E-09	8.55E-09	1.21E-08
P47127	YJR080C	9.38E-07	6.79E-07	4.39E-07	3.19E-07	9.10E-07	3.62E-08	9.89E-08	5.46E-09	2.32E-08	5.12E-08
P47130	YJR084W	1.52E-07	1.73E-07	1.25E-07	1.10E-07	1.11E-07	3.60E-08	1.28E-09	1.46E-08	8.71E-09	NA
P47133	YJR088C	6.05E-07	7.67E-07	6.01E-07	5.04E-07	4.55E-07	7.53E-08	3.51E-09	4.04E-08	5.29E-08	6.45E-08
P47135	YJR091C	4.94E-08	NA	4.58E-08	4.65E-08	1.62E-08	1.79E-08	NA	4.24E-09	2.35E-08	NA
P47137	YJR096W	2.40E-06	2.70E-06	1.75E-06	1.41E-06	2.18E-07	7.79E-07	2.49E-07	8.00E-08	2.93E-08	2.02E-08
P47138	YJR097W	NA	7.89E-08	NA	NA	6.07E-08	NA	NA	NA	NA	2.88E-08
P47141	YJR101W	4.64E-07	3.09E-07	2.09E-07	1.57E-07	7.81E-07	5.45E-08	2.46E-08	1.30E-08	1.89E-08	4.66E-08
P47143	YJR105W	1.93E-05	1.94E-05	1.28E-05	1.13E-05	1.65E-05	1.17E-06	1.68E-07	9.89E-08	7.88E-07	6.22E-07
P47148	YJR111C	NA	2.64E-07	NA	9.98E-08	1.67E-07	NA	4.96E-08	NA	4.53E-08	NA
P47150	YJR113C	3.94E-07	2.91E-07	1.88E-07	1.25E-07	7.10E-07	2.70E-08	1.96E-08	1.75E-08	8.94E-09	4.19E-08
P47154	YJR117W	6.68E-07	8.95E-07	6.62E-07	4.45E-07	3.40E-07	1.82E-07	2.05E-08	9.83E-08	5.70E-08	2.88E-08
P47158	YJR122W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47160	YJR125C	7.61E-07	9.21E-07	5.18E-07	4.29E-07	5.87E-07	3.47E-08	8.30E-08	1.29E-08	5.64E-08	2.09E-08
P47163	YJR129C	6.41E-08	8.23E-08	3.29E-08	2.46E-08	2.83E-08	1.93E-08	1.43E-08	4.72E-09	7.00E-09	3.45E-09
P47164	YJR130C	1.67E-07	1.83E-07	8.52E-08	8.12E-08	6.88E-08	2.17E-08	1.40E-08	1.48E-08	1.74E-09	4.27E-09
P47165	YJR133W	1.29E-06	1.54E-06	1.15E-06	9.47E-07	1.13E-06	9.52E-08	2.22E-08	4.42E-08	5.96E-08	4.68E-08
P47166	YJR134C	2.32E-08	2.22E-08	1.67E-08	1.36E-08	1.01E-08	4.08E-09	3.64E-09	1.58E-09	2.89E-09	1.01E-09
P47169	YJR137C	4.71E-06	5.78E-06	3.79E-06	2.99E-06	6.59E-06	1.79E-07	2.32E-07	1.05E-07	1.94E-07	7.14E-08
P47170	YJR138W	1.24E-08	NA	6.45E-09	1.69E-08	NA	NA	NA	NA	5.51E-09	NA
P47173	YJR142W	2.55E-07	2.34E-07	1.21E-07	1.20E-07	1.17E-07	2.42E-08	1.42E-08	1.61E-08	5.21E-09	7.28E-09
P47176	YJR148W	1.38E-06	3.77E-06	1.34E-06	1.05E-06	2.83E-07	2.47E-07	2.33E-07	3.65E-08	1.38E-08	5.26E-08
P47177	YJR149W	5.53E-09	NA	6.25E-09	5.60E-09	7.95E-09	1.65E-09	NA	7.31E-10	6.45E-10	3.82E-09
P47771	YMR170C	7.60E-08	9.25E-08	6.58E-08	5.57E-08	1.31E-08	2.06E-08	7.82E-09	4.71E-09	2.69E-09	3.14E-09
P47912	YMR246W	3.56E-06	5.40E-06	2.29E-06	1.80E-06	9.34E-07	2.17E-07	2.59E-07	8.11E-08	6.06E-08	8.36E-08
P48015	YDR019C	2.76E-06	6.80E-06	3.25E-06	2.69E-06	1.82E-06	4.46E-08	6.52E-08	5.27E-08	1.29E-07	3.09E-08
P48016	YPR026W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48164	YNL096C	7.57E-06	6.95E-06	4.24E-06	3.67E-06	8.15E-06	1.46E-07	2.14E-07	1.43E-07	9.33E-08	6.54E-08
P48231	YNL087W	1.02E-07	1.96E-07	1.48E-07	1.45E-07	7.91E-08	1.24E-08	2.44E-08	3.40E-08	5.76E-09	3.59E-08
